"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"6","10","Fermata 10 - RUBIANA","C.FRANCIA / V.BORGOSESIA","45.07545","7.63915","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10","","","Europe/Rome","1"
"7","100","Fermata 100 - TOSCANA","C.POTENZA N.102/A","45.09583","7.65728","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=100","","","Europe/Rome","1"
"8","1000","Fermata 1000 - CIMABUE","V.RUBINO N.79","45.03823","7.61928","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1000","","","Europe/Rome","1"
"9","1001","Fermata 1001 - INDUNO","C.TAZZOLI N.221","45.03665","7.61916","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1001","","","Europe/Rome","1"
"10","1002","Fermata 1002 - INDUNO","C.TAZZOLI N.202","45.03702","7.61983","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1002","","","Europe/Rome","1"
"11","1003","Fermata 1003 - CATTANEO OVEST","C.TAZZOLI/P.CATTANEO","45.03565","7.6233","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1003","","","Europe/Rome","1"
"12","1004","Fermata 1004 - CATTANEO OVEST","C.TAZZOLI N.162","45.03623","7.62334","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1004","","","Europe/Rome","1"
"13","1005","Fermata 1005 - CATTANEO EST","C.TAZZOLI DOPO P.CATTANEO","45.03512","7.62594","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1005","","","Europe/Rome","2"
"14","1006","Fermata 1006 - CATTANEO EST","C.TAZZOLI/P.CATTANEO","45.03538","7.62603","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1006","","","Europe/Rome","2"
"15","1007","Fermata 1007 - POMA","C.TAZZOLI FRONTE V.POMA","45.03372","7.62999","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1007","","","Europe/Rome","2"
"16","1008","Fermata 1008 - POMA","C.TAZZOLI / V.POMA","45.034","7.63013","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1008","","","Europe/Rome","2"
"17","1009","Fermata 1009 - SIRACUSA","C.TAZZOLI CANCELLO 1","45.03266","7.63317","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1009","","","Europe/Rome","2"
"18","101","Fermata 101 - VALDELLATORRE","C.POTENZA / V.VALDELLATORRE","45.09477","7.65646","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=101","","","Europe/Rome","2"
"19","1010","Fermata 1010 - SIRACUSA","C.TAZZOLI / C.SIRACUSA","45.03266","7.63413","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1010","","","Europe/Rome","1"
"20","1011","Fermata 1011 - TRAIANO","C.AGNELLI / C.TRAIANO","45.02662","7.63701","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1011","","","Europe/Rome","1"
"21","1012","Fermata 1012 - CAIO MARIO NORD","C.AGNELLI / P.LE CAIO MARIO","45.02408","7.6352","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1012","","","Europe/Rome","2"
"22","1013","Fermata 1013 - CAIO MARIO NORD","C.AGNELLI / P.LE CAIO MARIO","45.02517","7.63639","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1013","","","Europe/Rome","2"
"23","1014","Fermata 1014 - CAIO MARIO EST","V.O.VIGLIANI N.6","45.02213","7.63657","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1014","","","Europe/Rome","2"
"24","1015","Fermata 1015 - CAIO MARIO EST","V.O.VIGLIANI N.9","45.02253","7.63646","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1015","","","Europe/Rome","1"
"25","1016","Fermata 1016 - CROCE","V.O.VIGLIANI FRONTE C.B.CROCE","45.01818","7.64384","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1016","","","Europe/Rome","1"
"26","1017","Fermata 1017 - CROCE","V.O.VIGLIANI / C.B.CROCE","45.01861","7.64407","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1017","","","Europe/Rome","1"
"27","1018","Fermata 1018 - ARTOM","V.O.VIGLIANI / V.ARTOM","45.01741","7.64733","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1018","","","Europe/Rome","1"
"28","1019","Fermata 1019 - ARTOM","V.O.VIGLIANI DOPO V.PIO VII","45.01784","7.64751","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1019","","","Europe/Rome","1"
"29","102","Fermata 102 - GROSSETO","STR.ALTESSANO / C.GROSSETO","45.10589","7.64538","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=102","","","Europe/Rome","1"
"30","1020","Fermata 1020 - MILLELIRE","V.O.VIGLIANI / V.MILLELIRE","45.01714","7.65082","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1020","","","Europe/Rome","2"
"31","1021","Fermata 1021 - SETTE COMUNI","V. O. VIGLIANI PRIMA DI V. VII COMUNI","45.01769","7.65398","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1021","","","Europe/Rome","2"
"32","1022","Fermata 1022 - PLINIO","V. ONORATO VIGLIANI N. 184","45.01725","7.65577","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1022","","","Europe/Rome","2"
"33","1023","Fermata 1023 - BENGASI","V.O.VIGLIANI / P.BENGASI","45.01741","7.66135","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1023","","","Europe/Rome","1"
"34","1024","Fermata 1024 - BENGASI SUD","C.ROMA N.83 MONCALIERI","45.01563","7.66239","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1024","","","Europe/Rome","1"
"35","1025","Fermata 1025 - TARTINI","V.BOTTICELLI N.80","45.09982","7.70801","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1025","","","Europe/Rome","1"
"36","1026","Fermata 1026 - BENGASI SUD","C.ROMA / V.TIEPOLO  MONCALIERI","45.01525","7.66284","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1026","","","Europe/Rome","1"
"37","1027","Fermata 1027 - GORIZIA","C.ROMA N.51   MONCALIERI","45.01336","7.66419","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1027","","","Europe/Rome","1"
"38","1028","Fermata 1028 - GORIZIA","C.ROMA N.58  MONCALIERI","45.01422","7.66372","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1028","","","Europe/Rome","1"
"39","1029","Fermata 1029 - SAN MATTEO","C.ROMA N.45 MONCALIERI","45.0117","7.66558","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1029","","","Europe/Rome","1"
"40","103","Fermata 103 - PIANEZZA","C.POTENZA / V.PIANEZZA","45.092","7.65458","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=103","","","Europe/Rome","2"
"41","1030","Fermata 1030 - SAN MATTEO","C.ROMA / V.MONCENISIO MONCALIERI","45.01188","7.66562","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1030","","","Europe/Rome","1"
"42","1031","Fermata 1031 - GOBETTI","C.ROMA N.41/2 MONCALIERI","45.00996","7.66691","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1031","","","Europe/Rome","1"
"43","1032","Fermata 1032 - GOBETTI","C.ROMA N.30 MONCALIERI","45.01021","7.66688","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1032","","","Europe/Rome","1"
"44","1033","Fermata 1033 - VICO","C.ROMA N.35 BIS  MONCALIERI","45.00892","7.66775","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1033","","","Europe/Rome","2"
"45","1034","Fermata 1034 - VICO","C.ROMA FRONTE V.VICO MONCALIERI","45.00909","7.66779","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1034","","","Europe/Rome","1"
"46","1035","Fermata 1035 - PESCHIERA","C.ROMA N.27 MONCALIERI","45.00671","7.66993","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1035","","","Europe/Rome","1"
"47","1036","Fermata 1036 - PESCHIERA","C.ROMA N.20 MONCALIERI","45.00706","7.6698","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1036","","","Europe/Rome","1"
"48","1037","Fermata 1037 - TRIESTE OVEST","C.ROMA N.19 MONCALIERI","45.00514","7.67229","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1037","","","Europe/Rome","2"
"49","1038","Fermata 1038 - TRIESTE OVEST","C.ROMA FRONTE CIVICO 17 - MONCALIERI","45.00543","7.67232","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1038","","","Europe/Rome","1"
"50","1039","Fermata 1039 - UNIONE SOVIETICA","VIA FARINELLI DOPO CORSO UNIONE SOVIETICA","45.01585","7.62866","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1039","","","Europe/Rome","1"
"51","104","Fermata 104 - PIANEZZA","C.POTENZA DOPO V.PIANEZZA","45.09184","7.65459","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=104","","","Europe/Rome","2"
"52","1040","Fermata 1040 - TRIESTE EST","C.TRIESTE FRONTE V.S.VINCENZO MONCALIERI","45.00165","7.67785","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1040","","","Europe/Rome","1"
"53","1041","Fermata 1041 - CADUTI PER LA LIBERTÀ","V.GOITO  FR. N. 5 MONCALIERI","45.00003","7.67921","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1041","","","Europe/Rome","2"
"54","1042","Fermata 1042 - CADUTI PER LA LIBERTÀ","P.CADUTI PER LA LIBERTA' MONCALIERI","44.99962","7.68005","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1042","","","Europe/Rome","1"
"55","1043","Fermata 1043 - CATTANEO","V.CAVOUR N.34 BIS MONCALIERI","44.99812","7.68406","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1043","","","Europe/Rome","2"
"56","1044","Fermata 1044 - CATTANEO","V.CAVOUR FRONTE N.36 MONCALIERI","44.99833","7.68423","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1044","","","Europe/Rome","1"
"57","1045","Fermata 1045 - DELLACHÀ","V.CAVOUR N.54 BIS MONCALIERI","44.99982","7.68817","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1045","","","Europe/Rome","1"
"58","1046","Fermata 1046 - DELLACHÀ","V.CAVOUR / VICOLO DELLACHA' MONCALIERI","45.00003","7.68835","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1046","","","Europe/Rome","1"
"59","1047","Fermata 1047 - FAILLA","V.TENIVELLI / P.FAILLA MONCALIERI","45.0004","7.69375","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1047","","","Europe/Rome","1"
"60","1048","Fermata 1048 - OSPEDALE VALLETTA","VIA FARINELLI FRONTE VIA COGGIOLA","45.0158","7.63021","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1048","","","Europe/Rome","1"
"61","1049","Fermata 1049 - FAILLA","V.TENIVELLI FRONTE P.FAILLA MONCALIERI","45.00064","7.69334","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1049","","","Europe/Rome","1"
"62","105","Fermata 105 - REGINA MARGHERITA","C.POTENZA / C.REGINA MARGHERITA","45.08819","7.65204","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=105","","","Europe/Rome","2"
"63","1050","Fermata 1050 - BUOZZI","STR.GENOVA N. 64","44.9978","7.70245","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1050","","","Europe/Rome","1"
"64","1051","Fermata 1051 - BUOZZI","STR.GENOVA N.145  MONCALIERI","44.99801","7.70228","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1051","","","Europe/Rome","1"
"65","1052","Fermata 1052 - NASI","STR.GENOVA N.76 TER MONCALIERI","44.99633","7.70574","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1052","","","Europe/Rome","2"
"66","1053","Fermata 1053 - NASI","STR.GENOVA / V. MONTANO MONCALIERI","44.99703","7.70453","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1053","","","Europe/Rome","1"
"67","1054","Fermata 1054 - GENOVA OVEST","V.BOCCARDO N.9 MONCALIERI","44.99546","7.70981","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1054","","","Europe/Rome","1"
"68","1055","Fermata 1055 - PONTE PO","PONTE FIUME PO DOPO V.PASTRENGO  MONCALIERI","45.00059","7.67639","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1055","","","Europe/Rome","1"
"69","1056","Fermata 1056 - STAZIONE FS","V. M. DELLA LIBERTA' PRIMA DI V.LE STAZIONE MONC.","44.99885","7.67861","5","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1056","","","Europe/Rome","1"
"70","1057","Fermata 1057 - TORINO","VIA GIUSTI N.6 NICHELINO","44.9952","7.64765","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1057","","","Europe/Rome","1"
"73","106","Fermata 106 - REGINA MARGHERITA","C.POTENZA DOPO C.REGINA MARGHERITA","45.08807","7.65206","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=106","","","Europe/Rome","2"
"76","1063","Fermata 1063 - XXV APRILE","V.STUPINIGI DOPO V.I.MAGGIO NICHELINO","45.00124","7.6409","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1063","","","Europe/Rome","1"
"77","1064","Fermata 1064 - XXV APRILE","V.STUPINIGI FRONTE V.I.MAGGIO NICHELINO","45.00115","7.64016","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1064","","","Europe/Rome","1"
"78","1065","Fermata 1065 - PALLAVICINO","V.XXV APRILE / STR DEI CACCIATORI NICHELINO","45.00176","7.63393","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1065","","","Europe/Rome","1"
"79","1066","Fermata 1066 - PALLAVICINO","V.XXV APRILE FRONTE N.158  NICHELINO","45.0015","7.63586","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1066","","","Europe/Rome","1"
"80","1067","Fermata 1067 - PRACAVALLO","STR DEI CACCIATORI / V.ASSIETTA NICHELINO","45.00496","7.62956","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1067","","","Europe/Rome","2"
"81","1068","Fermata 1068 - PRACAVALLO","STR DEI CACCIATORI DOPO V.PRACAVALLO NICHELINO","45.00453","7.63005","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1068","","","Europe/Rome","1"
"82","1069","Fermata 1069 - CESANA","STR.CACCIATORI FRONTE N.111 NICHELINO","45.00773","7.62296","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1069","","","Europe/Rome","1"
"83","107","Fermata 107 - APPIO CLAUDIO","C.LECCE DOPO C.REGINA M.","45.08538","7.65008","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=107","","","Europe/Rome","1"
"84","1070","Fermata 1070 - CESANA","STR DEI CACCIATORI N.111 NICHELINO","45.00754","7.6228","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1070","","","Europe/Rome","1"
"85","1071","Fermata 1071 - POLIAMBULATORI","V. DEBOUCHE DOPO ROTONDA DELLE ALPI","45.001","7.63205","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1071","","","Europe/Rome","1"
"86","1072","Fermata 1072 - D'ACAJA","C.FRANCIA / V.PRINCIPI D'ACAJA","45.07637","7.6667","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1072","","","Europe/Rome","1"
"87","1073","Fermata 1073 - CASTELLO DI MIRAFIORI","C.UNIONE SOVIETICA DOPO STR.CASTELLO MIRAFIORI","45.0136","7.62533","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1073","","","Europe/Rome","1"
"88","1074","Fermata 1074 - CASTELLO DI MIRAFIORI","C.UNIONE SOVIETICA / STR DEL DROSSO","45.01356","7.62462","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1074","","","Europe/Rome","1"
"89","1075","Fermata 1075 - FARINELLI","C.UNIONE SOVIETICA DOPO V. FARINELLI","45.01651","7.62863","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1075","","","Europe/Rome","1"
"90","1076","Fermata 1076 - PLAVA","C.UNIONE SOVIETICA DOPO V. PLAVA","45.01587","7.62718","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1076","","","Europe/Rome","1"
"91","1077","Fermata 1077 - BISCARETTI","C.UNIONE SOVIETICA / V.BARBERA","45.01997","7.63253","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1077","","","Europe/Rome","1"
"92","1078","Fermata 1078 - BISCARETTI","C.UNIONE SOVIETICA DOPO V.BISCARETTI DI RUFFIA","45.01909","7.63079","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1078","","","Europe/Rome","1"
"93","1079","Fermata 1079 - IMPERIA","C.UNIONE SOVIETICA / V.IMPERIA","45.02187","7.63464","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1079","","","Europe/Rome","1"
"94","10793","Fermata 10793 - SAN MAURO (SAMBUY)","","45.11522","7.78209","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10793","","","Europe/Rome","2"
"95","10796","Fermata 10796 - CASTIGLIONE (MOLINO)","","45.1172","7.79447","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10796","","","Europe/Rome","2"
"96","10799","Fermata 10799 - CASTIGLIONE (PEDAGGIO)","","45.1173","7.80194","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10799","","","Europe/Rome","2"
"97","108","Fermata 108 - APPIO CLAUDIO","C.LECCE N.122","45.08563","7.65046","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=108","","","Europe/Rome","1"
"98","1080","Fermata 1080 - IMPERIA","C.UNIONE SOVIETICA DOPO P.LE C.MARIO","45.02269","7.63406","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1080","","","Europe/Rome","1"
"99","10802","Fermata 10802 - CASTIGLIONE (FORNACE)","","45.11915","7.80887","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10802","","","Europe/Rome","2"
"100","10805","Fermata 10805 - CASTIGLIONE (REZZA)","","45.12159","7.81446","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10805","","","Europe/Rome","2"
"101","10808","Fermata 10808 - CASTIGLIONE (SANT' EUFEMIA)","","45.12485","7.82021","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10808","","","Europe/Rome","2"
"102","1081","Fermata 1081 - PAVESE","C.UNIONE SOVIETICA / V.PAVESE","45.01823","7.63053","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1081","","","Europe/Rome","1"
"103","10811","Fermata 10811 - GASSINO (CIRCONVALLAZIONE/DIAZ)","","45.12766","7.82226","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10811","","","Europe/Rome","2"
"104","10814","Fermata 10814 - GASSINO (CENTRO)","","45.13049","7.82528","5","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=10814","","","Europe/Rome","2"
"105","1082","Fermata 1082 - D'ACAJA","C.FRANCIA / V.PRINCIPI D'ACAJA","45.0765","7.6644","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1082","","","Europe/Rome","1"
"106","1083","Fermata 1083 - CAIO MARIO","P.LE CAIO MARIO","45.0241","7.63633","2","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1083","","","Europe/Rome","1"
"107","1084","Fermata 1084 - STUPINIGI","V.LE TORINO N.10 NICHELINO","44.99834","7.60741","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1084","","","Europe/Rome","1"
"108","1085","Fermata 1085 - TORINO","V.BORGARETTO DOPO V.TORINO  NICHELINO","45.00125","7.61054","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1085","","","Europe/Rome","1"
"109","1088","Fermata 1088 - DON MINZONI","VIA DON MINZONI N.10(BORGARETTO)  BEINASCO","45.00381","7.60543","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1088","","","Europe/Rome","1"
"110","1089","Fermata 1089 - GORIZIA","V.LE GIOVANNI XXIII / V.SANGONE  BEINASCO","45.00578","7.60322","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1089","","","Europe/Rome","1"
"111","109","Fermata 109 - LESSONA","C.LECCE DOPO V.LESSONA","45.08274","7.64836","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=109","","","Europe/Rome","1"
"112","1090","Fermata 1090 - MARTIRI DELLA LIBERTÀ","V.GORIZIA FRONTE V.UDINE BEINASCO","45.00572","7.60423","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1090","","","Europe/Rome","1"
"113","1092","Fermata 1092 - GORIZIA N. 39","V.GORIZIA FRONTE N.39 BEINASCO","45.0084","7.60622","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1092","","","Europe/Rome","2"
"114","1093","Fermata 1093 - DEBOUCHÈ NORD","V DEBOUCHE' / V.XXV APRILE  NICHELINO","45.00084","7.63243","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1093","","","Europe/Rome","1"
"115","1094","Fermata 1094 - RONDÒ BERNARDO N.15","V.R.BERNARDO N.15 BEINASCO","45.00887","7.60697","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1094","","","Europe/Rome","2"
"116","1095","Fermata 1095 - VIGILI DEL FUOCO","C.REGINA MARGHERITA 330/B (VIGILI DEL FUOCO)","45.08855","7.64885","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1095","","","Europe/Rome","1"
"117","1096","Fermata 1096 - RONDÒ BERNARDO N.16","V.R.BERNARDO FRONTE N.18 BEINASCO","45.00721","7.61092","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1096","","","Europe/Rome","1"
"118","1097","Fermata 1097 - STUPINIGI","V.XXV APRILE / V.STUPINIGI NICHELINO","45.00165","7.64016","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1097","","","Europe/Rome","1"
"119","1098","Fermata 1098 - TORINO","V.R.BERNARDO N.1 NICHELINO","45.0055","7.61516","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1098","","","Europe/Rome","2"
"120","1099","Fermata 1099 - RONDÒ BERNARDO","V.LE TORINO PRIMA DI V.R.BERNARDO  NICHELINO","45.00568","7.61595","3","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1099","","","Europe/Rome","2"
"121","110","Fermata 110 - LESSONA","C.LECCE DOPO V.LESSONA","45.08343","7.64899","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=110","","","Europe/Rome","1"
"122","1100","Fermata 1100 - SANGONE","C.UNIONE SOVIETICA DOPO PONTE SANGONE","45.00987","7.62118","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1100","","","Europe/Rome","1"
"123","1101","Fermata 1101 - SANGONE","C.UNIONE SOVIETICA / PONTE SANGONE","45.01016","7.62086","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1101","","","Europe/Rome","1"
"124","1102","Fermata 1102 - CAIO MARIO","C.UNIONE SOVIETICA / V.NICHELINO","45.02419","7.63696","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1102","","","Europe/Rome","1"
"125","1103","Fermata 1103 - CAIO MARIO","C.UNIONE SOVIETICA FRONTE V.NICHELINO","45.02355","7.63619","0","http://www.gtt.to.it/cms/percorari/arrivi?option=com_gtt&view=palina&realtime=true&palina=1103","","","Europe/Rome","1"
